latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
41.01933,29.015692,48.0,10800,Europe/Istanbul,GMT+3

time,precipitation_sum (mm),temperature_2m_mean (°C),rain_sum (mm),snowfall_sum (cm)
2001-09-21,0.00,21.5,0.00,0.00
2001-09-22,0.00,21.4,0.00,0.00
2001-09-23,0.00,21.2,0.00,0.00
2001-09-24,0.00,21.6,0.00,0.00
2001-09-25,0.00,24.1,0.00,0.00
2001-09-26,0.00,22.2,0.00,0.00
2001-09-27,19.40,19.1,19.40,0.00
2001-09-28,8.10,14.9,8.10,0.00
2001-09-29,0.00,15.9,0.00,0.00
2001-09-30,0.00,17.2,0.00,0.00
2001-10-01,0.00,18.5,0.00,0.00
2001-10-02,0.00,18.8,0.00,0.00
2001-10-03,0.00,18.9,0.00,0.00
2001-10-04,0.00,19.6,0.00,0.00
2001-10-05,0.00,19.5,0.00,0.00
2001-10-06,0.30,20.5,0.30,0.00
2001-10-07,0.00,19.5,0.00,0.00
2001-10-08,0.20,19.4,0.20,0.00
2001-10-09,0.00,20.1,0.00,0.00
2001-10-10,0.00,20.1,0.00,0.00
2001-10-11,0.00,19.1,0.00,0.00
2001-10-12,0.00,18.3,0.00,0.00
2001-10-13,0.00,17.2,0.00,0.00
2001-10-14,0.00,17.3,0.00,0.00
2001-10-15,0.00,17.8,0.00,0.00
2001-10-16,0.00,17.9,0.00,0.00
2001-10-17,0.50,16.1,0.50,0.00
2001-10-18,0.00,14.8,0.00,0.00
2001-10-19,0.00,15.1,0.00,0.00
2001-10-20,0.00,15.7,0.00,0.00
2001-10-21,0.00,15.7,0.00,0.00
2001-10-22,0.00,17.7,0.00,0.00
2001-10-23,6.30,17.1,6.30,0.00
2001-10-24,1.00,14.5,1.00,0.00
2001-10-25,0.00,11.5,0.00,0.00
2001-10-26,0.00,12.2,0.00,0.00
2001-10-27,0.00,13.0,0.00,0.00
2001-10-28,0.10,12.9,0.10,0.00
2001-10-29,0.00,12.9,0.00,0.00
2001-10-30,2.40,12.6,2.40,0.00
2001-10-31,0.10,15.3,0.10,0.00
2001-11-01,0.00,14.2,0.00,0.00
2001-11-02,7.80,12.4,7.80,0.00
2001-11-03,19.10,9.8,19.10,0.00
2001-11-04,0.50,11.9,0.50,0.00
2001-11-05,6.90,13.9,6.90,0.00
2001-11-06,6.10,12.5,6.10,0.00
2001-11-07,0.70,13.2,0.70,0.00
2001-11-08,1.20,14.5,1.20,0.00
2001-11-09,0.00,16.2,0.00,0.00
2001-11-10,0.60,15.6,0.60,0.00
2001-11-11,0.80,13.2,0.80,0.00
2001-11-12,0.00,13.7,0.00,0.00
2001-11-13,0.00,17.8,0.00,0.00
2001-11-14,0.00,18.5,0.00,0.00
2001-11-15,9.80,12.6,9.80,0.00
2001-11-16,0.20,9.3,0.20,0.00
2001-11-17,0.20,7.4,0.20,0.00
2001-11-18,0.10,6.7,0.10,0.00
2001-11-19,0.00,8.3,0.00,0.00
2001-11-20,22.30,9.6,22.30,0.00
2001-11-21,4.30,5.4,4.30,0.00
2001-11-22,0.00,6.1,0.00,0.00
2001-11-23,4.70,9.5,4.70,0.00
2001-11-24,22.10,11.3,22.10,0.00
2001-11-25,12.90,4.2,12.70,0.14
2001-11-26,5.00,7.1,5.00,0.00
2001-11-27,0.80,10.0,0.80,0.00
2001-11-28,0.00,9.3,0.00,0.00
2001-11-29,14.60,9.9,14.60,0.00
2001-11-30,8.20,7.6,8.20,0.00
2001-12-01,8.30,7.7,8.30,0.00
2001-12-02,6.10,9.7,6.10,0.00
2001-12-03,12.20,8.8,12.20,0.00
2001-12-04,7.20,7.5,7.20,0.00
2001-12-05,1.20,6.3,1.20,0.00
2001-12-06,0.40,5.9,0.40,0.00
2001-12-07,5.40,6.6,5.40,0.00
2001-12-08,11.50,4.9,11.50,0.00
2001-12-09,18.20,3.2,16.70,1.05
2001-12-10,3.70,2.8,2.70,0.70
2001-12-11,0.10,3.5,0.10,0.00
2001-12-12,0.90,4.8,0.90,0.00
2001-12-13,4.10,5.2,4.10,0.00
2001-12-14,1.30,3.6,1.30,0.00
2001-12-15,0.00,2.0,0.00,0.07
2001-12-16,12.40,2.0,3.90,5.95
2001-12-17,35.50,2.6,15.70,13.86
2001-12-18,19.30,1.5,7.70,8.12
2001-12-19,1.70,0.2,0.00,1.75
2001-12-20,0.00,1.4,0.00,0.00
2001-12-21,0.10,4.3,0.10,0.00
2001-12-22,13.00,5.1,13.00,0.00
2001-12-23,0.00,8.5,0.00,0.00
2001-12-24,27.50,8.3,27.50,0.00
2001-12-25,26.80,5.1,26.80,0.00
2001-12-26,1.50,4.4,1.50,0.00
2001-12-27,2.20,5.4,2.20,0.00
2001-12-28,10.00,5.6,10.00,0.00
2001-12-29,0.30,5.6,0.30,0.00
2001-12-30,0.00,10.2,0.00,0.00
2001-12-31,5.50,10.0,5.50,0.00
2002-01-01,28.60,4.0,21.90,4.69
2002-01-02,3.30,0.4,0.50,2.03
2002-01-03,2.00,1.4,0.90,0.77
2002-01-04,3.10,0.7,0.40,2.24
2002-01-05,4.40,-0.8,0.20,3.22
2002-01-06,2.90,-0.6,0.00,2.31
2002-01-07,1.80,0.1,0.70,0.77
2002-01-08,4.80,1.6,3.40,0.98
2002-01-09,2.00,-0.2,0.20,1.40
2002-01-10,0.00,0.4,0.00,0.00
2002-01-11,0.00,2.4,0.00,0.00
2002-01-12,0.00,2.7,0.00,0.00
2002-01-13,0.00,3.5,0.00,0.00
2002-01-14,0.00,3.4,0.00,0.00
2002-01-15,0.00,3.9,0.00,0.00
2002-01-16,0.00,3.9,0.00,0.00
2002-01-17,0.00,4.4,0.00,0.00
2002-01-18,0.00,6.4,0.00,0.00
2002-01-19,2.40,5.3,2.40,0.00
2002-01-20,0.00,6.1,0.00,0.00
2002-01-21,2.30,6.6,2.30,0.00
2002-01-22,0.20,7.2,0.20,0.00
2002-01-23,0.00,7.6,0.00,0.00
2002-01-24,0.00,8.5,0.00,0.00
2002-01-25,0.00,8.7,0.00,0.00
2002-01-26,0.00,8.7,0.00,0.00
2002-01-27,0.00,6.6,0.00,0.00
2002-01-28,0.00,7.5,0.00,0.00
2002-01-29,0.00,7.1,0.00,0.00
2002-01-30,0.00,9.6,0.00,0.00
2002-01-31,0.00,9.4,0.00,0.00
2002-02-01,0.00,10.4,0.00,0.00
2002-02-02,0.00,7.7,0.00,0.00
2002-02-03,0.00,7.5,0.00,0.00
2002-02-04,0.00,7.2,0.00,0.00
2002-02-05,0.00,6.3,0.00,0.00
2002-02-06,0.00,9.0,0.00,0.00
2002-02-07,0.00,9.9,0.00,0.00
2002-02-08,0.00,8.7,0.00,0.00
2002-02-09,0.00,7.7,0.00,0.00
2002-02-10,0.00,7.4,0.00,0.00
2002-02-11,0.70,7.6,0.70,0.00
2002-02-12,0.00,7.2,0.00,0.00
2002-02-13,0.00,9.7,0.00,0.00
2002-02-14,0.00,10.4,0.00,0.00
2002-02-15,1.90,6.3,1.90,0.00
2002-02-16,0.00,4.1,0.00,0.00
2002-02-17,0.00,4.5,0.00,0.00
2002-02-18,0.00,5.4,0.00,0.00
2002-02-19,0.00,10.1,0.00,0.00
2002-02-20,19.60,8.4,19.60,0.00
2002-02-21,0.80,10.5,0.80,0.00
2002-02-22,0.00,10.3,0.00,0.00
2002-02-23,0.10,9.8,0.10,0.00
2002-02-24,0.00,9.9,0.00,0.00
2002-02-25,18.90,6.0,17.20,1.19
2002-02-26,0.00,7.1,0.00,0.00
2002-02-27,0.00,10.3,0.00,0.00
2002-02-28,0.00,12.1,0.00,0.00
2002-03-01,0.00,12.5,0.00,0.00
2002-03-02,0.00,12.1,0.00,0.00
2002-03-03,0.00,13.1,0.00,0.00
2002-03-04,0.00,11.1,0.00,0.00
2002-03-05,0.00,9.2,0.00,0.00
2002-03-06,0.00,10.9,0.00,0.00
2002-03-07,0.00,13.8,0.00,0.00
2002-03-08,0.00,14.2,0.00,0.00
2002-03-09,0.00,9.9,0.00,0.00
2002-03-10,0.30,9.7,0.30,0.00
2002-03-11,0.80,9.8,0.80,0.00
2002-03-12,3.20,8.7,3.20,0.00
2002-03-13,0.00,8.0,0.00,0.00
2002-03-14,0.00,7.7,0.00,0.00
2002-03-15,0.00,9.4,0.00,0.00
2002-03-16,0.00,8.9,0.00,0.00
2002-03-17,0.00,6.2,0.00,0.00
2002-03-18,0.00,5.9,0.00,0.00
2002-03-19,0.00,6.5,0.00,0.00
2002-03-20,8.20,7.9,8.20,0.00
2002-03-21,2.40,8.6,2.40,0.00
2002-03-22,2.90,10.1,2.90,0.00
2002-03-23,12.30,10.5,12.30,0.00
2002-03-24,5.60,6.2,5.60,0.00
2002-03-25,6.60,6.2,6.60,0.00
2002-03-26,24.30,5.4,24.30,0.00
2002-03-27,3.90,5.2,3.90,0.00
2002-03-28,2.70,5.8,2.70,0.00
2002-03-29,4.40,5.9,4.40,0.00
2002-03-30,0.50,6.2,0.50,0.00
2002-03-31,0.00,7.3,0.00,0.00
2002-04-01,1.40,7.7,1.40,0.00
2002-04-02,4.20,9.0,4.20,0.00
2002-04-03,0.00,9.4,0.00,0.00
2002-04-04,0.00,8.7,0.00,0.00
2002-04-05,14.00,9.3,14.00,0.00
2002-04-06,6.80,8.4,6.80,0.00
2002-04-07,7.60,8.3,7.60,0.00
2002-04-08,0.00,6.4,0.00,0.00
2002-04-09,0.00,8.7,0.00,0.00
2002-04-10,0.00,7.9,0.00,0.00
2002-04-11,0.00,8.3,0.00,0.00
2002-04-12,0.00,9.2,0.00,0.00
2002-04-13,6.70,12.4,6.70,0.00
2002-04-14,0.10,14.0,0.10,0.00
2002-04-15,0.00,13.0,0.00,0.00
2002-04-16,6.10,10.2,6.10,0.00
2002-04-17,2.00,10.3,2.00,0.00
2002-04-18,0.00,10.4,0.00,0.00
2002-04-19,0.10,9.8,0.10,0.00
2002-04-20,2.50,10.1,2.50,0.00
2002-04-21,2.00,10.8,2.00,0.00
2002-04-22,0.00,9.8,0.00,0.00
2002-04-23,0.00,9.7,0.00,0.00
2002-04-24,0.00,10.2,0.00,0.00
2002-04-25,0.00,10.3,0.00,0.00
2002-04-26,0.00,11.6,0.00,0.00
2002-04-27,0.00,12.1,0.00,0.00
2002-04-28,0.00,14.5,0.00,0.00
2002-04-29,0.20,14.3,0.20,0.00
2002-04-30,0.00,14.7,0.00,0.00
2002-05-01,0.00,13.7,0.00,0.00
2002-05-02,0.00,13.3,0.00,0.00
2002-05-03,0.00,13.7,0.00,0.00
2002-05-04,0.00,13.7,0.00,0.00
2002-05-05,0.00,13.8,0.00,0.00
2002-05-06,0.40,14.1,0.40,0.00
2002-05-07,0.00,14.7,0.00,0.00
2002-05-08,0.00,14.5,0.00,0.00
2002-05-09,0.00,15.1,0.00,0.00
2002-05-10,0.00,14.2,0.00,0.00
2002-05-11,0.00,14.5,0.00,0.00
2002-05-12,0.00,14.3,0.00,0.00
2002-05-13,4.00,15.4,4.00,0.00
2002-05-14,10.20,14.8,10.20,0.00
2002-05-15,0.00,15.1,0.00,0.00
2002-05-16,0.00,16.0,0.00,0.00
2002-05-17,0.00,16.5,0.00,0.00
2002-05-18,0.00,16.6,0.00,0.00
2002-05-19,0.00,18.9,0.00,0.00
2002-05-20,0.00,19.6,0.00,0.00
2002-05-21,0.10,17.3,0.10,0.00
2002-05-22,0.80,15.1,0.80,0.00
2002-05-23,0.00,15.1,0.00,0.00
2002-05-24,0.00,15.9,0.00,0.00
2002-05-25,0.00,18.7,0.00,0.00
2002-05-26,5.10,18.4,5.10,0.00
2002-05-27,0.50,17.6,0.50,0.00
2002-05-28,0.10,19.2,0.10,0.00
2002-05-29,0.00,20.3,0.00,0.00
2002-05-30,1.10,18.1,1.10,0.00
2002-05-31,10.80,17.1,10.80,0.00
2002-06-01,0.10,17.8,0.10,0.00
2002-06-02,1.60,18.1,1.60,0.00
2002-06-03,1.20,17.3,1.20,0.00
2002-06-04,4.90,17.0,4.90,0.00
2002-06-05,0.70,18.1,0.70,0.00
2002-06-06,0.00,20.6,0.00,0.00
2002-06-07,0.00,22.8,0.00,0.00
2002-06-08,0.00,23.5,0.00,0.00
2002-06-09,0.00,24.3,0.00,0.00
2002-06-10,0.00,24.3,0.00,0.00
2002-06-11,3.10,20.5,3.10,0.00
2002-06-12,4.70,19.1,4.70,0.00
2002-06-13,0.00,20.3,0.00,0.00
2002-06-14,0.00,20.7,0.00,0.00
2002-06-15,0.00,21.3,0.00,0.00
2002-06-16,0.00,21.2,0.00,0.00
2002-06-17,0.00,22.2,0.00,0.00
2002-06-18,0.20,21.3,0.20,0.00
2002-06-19,0.50,20.0,0.50,0.00
2002-06-20,0.00,21.3,0.00,0.00
2002-06-21,0.00,22.2,0.00,0.00
2002-06-22,0.00,23.0,0.00,0.00
2002-06-23,0.00,23.8,0.00,0.00
2002-06-24,0.00,24.1,0.00,0.00
2002-06-25,0.00,22.9,0.00,0.00
2002-06-26,1.80,22.1,1.80,0.00
2002-06-27,1.30,21.8,1.30,0.00
2002-06-28,0.00,22.2,0.00,0.00
2002-06-29,0.00,22.9,0.00,0.00
2002-06-30,0.00,23.4,0.00,0.00
2002-07-01,0.00,22.9,0.00,0.00
2002-07-02,1.40,23.1,1.40,0.00
2002-07-03,0.00,23.5,0.00,0.00
2002-07-04,0.00,24.0,0.00,0.00
2002-07-05,0.00,24.0,0.00,0.00
2002-07-06,0.00,24.7,0.00,0.00
2002-07-07,0.00,24.6,0.00,0.00
2002-07-08,0.00,24.7,0.00,0.00
2002-07-09,1.00,24.8,1.00,0.00
2002-07-10,0.50,24.1,0.50,0.00
2002-07-11,0.00,24.9,0.00,0.00
2002-07-12,1.40,24.9,1.40,0.00
2002-07-13,0.00,25.9,0.00,0.00
2002-07-14,0.00,25.9,0.00,0.00
2002-07-15,0.00,26.4,0.00,0.00
2002-07-16,0.00,28.4,0.00,0.00
2002-07-17,0.00,29.3,0.00,0.00
2002-07-18,0.00,28.2,0.00,0.00
2002-07-19,0.00,26.7,0.00,0.00
2002-07-20,0.00,26.3,0.00,0.00
2002-07-21,0.30,25.5,0.30,0.00
2002-07-22,0.00,25.4,0.00,0.00
2002-07-23,2.90,24.6,2.90,0.00
2002-07-24,0.50,23.2,0.50,0.00
2002-07-25,0.00,25.2,0.00,0.00
2002-07-26,0.10,26.1,0.10,0.00
2002-07-27,0.00,25.4,0.00,0.00
2002-07-28,0.40,25.9,0.40,0.00
2002-07-29,0.40,27.3,0.40,0.00
2002-07-30,0.90,25.2,0.90,0.00
2002-07-31,0.00,26.3,0.00,0.00
2002-08-01,0.00,26.3,0.00,0.00
2002-08-02,1.80,25.1,1.80,0.00
2002-08-03,0.00,25.4,0.00,0.00
2002-08-04,0.40,25.7,0.40,0.00
2002-08-05,0.00,26.5,0.00,0.00
2002-08-06,0.00,26.4,0.00,0.00
2002-08-07,0.20,26.4,0.20,0.00
2002-08-08,6.70,23.7,6.70,0.00
2002-08-09,6.00,22.6,6.00,0.00
2002-08-10,0.00,24.0,0.00,0.00
2002-08-11,0.00,25.4,0.00,0.00
2002-08-12,0.00,29.5,0.00,0.00
2002-08-13,0.00,26.4,0.00,0.00
2002-08-14,0.00,23.6,0.00,0.00
2002-08-15,0.00,23.5,0.00,0.00
2002-08-16,0.50,23.1,0.50,0.00
2002-08-17,5.00,22.5,5.00,0.00
2002-08-18,4.60,21.8,4.60,0.00
2002-08-19,4.90,21.6,4.90,0.00
2002-08-20,3.90,21.5,3.90,0.00
2002-08-21,6.50,21.4,6.50,0.00
2002-08-22,0.00,21.8,0.00,0.00
2002-08-23,0.20,22.4,0.20,0.00
2002-08-24,0.00,23.3,0.00,0.00
2002-08-25,0.00,23.5,0.00,0.00
2002-08-26,0.00,22.7,0.00,0.00
2002-08-27,0.00,22.7,0.00,0.00
2002-08-28,0.00,22.9,0.00,0.00
2002-08-29,0.00,22.7,0.00,0.00
2002-08-30,0.00,22.9,0.00,0.00
2002-08-31,0.20,22.6,0.20,0.00
2002-09-01,15.00,21.1,15.00,0.00
2002-09-02,7.50,20.8,7.50,0.00
2002-09-03,1.20,21.6,1.20,0.00
2002-09-04,2.80,21.1,2.80,0.00
2002-09-05,6.20,20.2,6.20,0.00
2002-09-06,4.50,20.9,4.50,0.00
2002-09-07,0.00,21.8,0.00,0.00
2002-09-08,0.00,21.6,0.00,0.00
2002-09-09,0.30,21.6,0.30,0.00
2002-09-10,0.00,21.2,0.00,0.00
2002-09-11,0.20,20.2,0.20,0.00
2002-09-12,0.70,20.2,0.70,0.00
2002-09-13,0.00,21.0,0.00,0.00
2002-09-14,10.30,19.6,10.30,0.00
2002-09-15,9.90,18.7,9.90,0.00
2002-09-16,19.30,18.7,19.30,0.00
2002-09-17,0.70,17.9,0.70,0.00
2002-09-18,0.00,17.6,0.00,0.00
2002-09-19,0.00,19.1,0.00,0.00
2002-09-20,0.00,19.5,0.00,0.00
2002-09-21,0.00,18.3,0.00,0.00
2002-09-22,0.00,20.0,0.00,0.00
2002-09-23,0.00,22.2,0.00,0.00
2002-09-24,0.00,24.2,0.00,0.00
2002-09-25,0.70,23.3,0.70,0.00
2002-09-26,0.00,22.4,0.00,0.00
2002-09-27,5.00,19.6,5.00,0.00
2002-09-28,1.40,19.1,1.40,0.00
2002-09-29,4.70,20.1,4.70,0.00
2002-09-30,1.80,19.8,1.80,0.00
2002-10-01,12.40,16.9,12.40,0.00
2002-10-02,7.00,14.2,7.00,0.00
2002-10-03,4.50,15.2,4.50,0.00
2002-10-04,0.00,16.0,0.00,0.00
2002-10-05,0.00,16.2,0.00,0.00
2002-10-06,0.00,18.1,0.00,0.00
2002-10-07,1.30,18.8,1.30,0.00
2002-10-08,7.40,17.1,7.40,0.00
2002-10-09,0.30,17.6,0.30,0.00
2002-10-10,0.00,18.0,0.00,0.00
2002-10-11,0.00,19.4,0.00,0.00
2002-10-12,0.10,20.2,0.10,0.00
2002-10-13,0.10,19.6,0.10,0.00
2002-10-14,2.00,18.8,2.00,0.00
2002-10-15,1.90,16.4,1.90,0.00
2002-10-16,0.00,15.9,0.00,0.00
2002-10-17,0.00,15.8,0.00,0.00
2002-10-18,0.00,16.8,0.00,0.00
2002-10-19,0.00,18.1,0.00,0.00
2002-10-20,16.50,15.4,16.50,0.00
2002-10-21,0.00,14.2,0.00,0.00
2002-10-22,0.00,14.8,0.00,0.00
2002-10-23,0.00,18.5,0.00,0.00
2002-10-24,0.20,19.6,0.20,0.00
2002-10-25,6.40,16.3,6.40,0.00
2002-10-26,0.00,14.9,0.00,0.00
2002-10-27,0.00,15.8,0.00,0.00
2002-10-28,0.00,15.1,0.00,0.00
2002-10-29,0.00,13.1,0.00,0.00
2002-10-30,0.00,12.0,0.00,0.00
2002-10-31,0.00,12.6,0.00,0.00
2002-11-01,0.00,13.4,0.00,0.00
2002-11-02,0.00,13.1,0.00,0.00
2002-11-03,1.50,15.1,1.50,0.00
2002-11-04,1.70,15.8,1.70,0.00
2002-11-05,7.60,16.5,7.60,0.00
2002-11-06,24.60,12.1,24.60,0.00
2002-11-07,0.70,15.9,0.70,0.00
2002-11-08,0.80,15.5,0.80,0.00
2002-11-09,5.00,15.1,5.00,0.00
2002-11-10,7.10,14.2,7.10,0.00
2002-11-11,12.60,9.5,12.60,0.00
2002-11-12,0.00,9.6,0.00,0.00
2002-11-13,0.00,10.8,0.00,0.00
2002-11-14,0.00,12.2,0.00,0.00
2002-11-15,0.00,14.6,0.00,0.00
2002-11-16,0.00,14.1,0.00,0.00
2002-11-17,0.00,13.7,0.00,0.00
2002-11-18,0.00,12.8,0.00,0.00
2002-11-19,0.00,11.9,0.00,0.00
2002-11-20,0.00,12.1,0.00,0.00
2002-11-21,0.00,12.8,0.00,0.00
2002-11-22,0.00,13.5,0.00,0.00
2002-11-23,8.20,12.1,8.20,0.00
2002-11-24,4.70,12.0,4.70,0.00
2002-11-25,0.00,11.6,0.00,0.00
2002-11-26,0.00,11.1,0.00,0.00
2002-11-27,0.00,11.3,0.00,0.00
2002-11-28,0.00,11.1,0.00,0.00
2002-11-29,0.00,9.6,0.00,0.00
2002-11-30,0.00,9.5,0.00,0.00
2002-12-01,0.00,9.6,0.00,0.00
2002-12-02,0.00,10.4,0.00,0.00
2002-12-03,2.20,11.4,2.20,0.00
2002-12-04,0.10,12.8,0.10,0.00
2002-12-05,3.40,12.6,3.40,0.00
2002-12-06,0.80,11.9,0.80,0.00
2002-12-07,2.30,9.7,2.30,0.00
2002-12-08,13.40,7.0,13.40,0.00
2002-12-09,2.70,3.5,2.50,0.14
2002-12-10,3.50,2.5,2.80,0.49
2002-12-11,1.00,2.6,1.00,0.00
2002-12-12,0.50,1.7,0.50,0.07
2002-12-13,0.00,1.7,0.00,0.00
2002-12-14,0.00,3.8,0.00,0.00
2002-12-15,0.00,5.8,0.00,0.00
2002-12-16,0.00,5.0,0.00,0.00
2002-12-17,0.00,5.0,0.00,0.00
2002-12-18,0.00,5.1,0.00,0.00
2002-12-19,4.50,5.3,4.50,0.00
2002-12-20,10.60,1.4,4.50,4.34
2002-12-21,0.10,1.9,0.00,0.07
2002-12-22,0.00,5.6,0.00,0.00
2002-12-23,0.00,7.8,0.00,0.00
2002-12-24,6.80,5.3,6.80,0.00
2002-12-25,0.00,1.7,0.00,0.00
2002-12-26,0.00,1.5,0.00,0.00
2002-12-27,0.00,2.3,0.00,0.00
2002-12-28,0.00,5.8,0.00,0.00
2002-12-29,0.00,10.9,0.00,0.00
2002-12-30,4.20,10.3,4.20,0.00
2002-12-31,0.00,11.5,0.00,0.00
2003-01-01,7.00,10.4,7.00,0.00
2003-01-02,3.90,6.2,3.90,0.00
2003-01-03,1.00,9.2,1.00,0.00
2003-01-04,13.70,10.8,13.70,0.00
2003-01-05,14.30,10.8,14.30,0.00
2003-01-06,4.70,11.2,4.70,0.00
2003-01-07,0.00,9.6,0.00,0.00
2003-01-08,1.20,11.9,1.20,0.00
2003-01-09,2.80,8.7,2.80,0.00
2003-01-10,0.00,12.2,0.00,0.00
2003-01-11,0.00,9.0,0.00,0.00
2003-01-12,6.60,5.8,6.40,0.14
2003-01-13,0.70,1.7,0.20,0.56
2003-01-14,0.00,2.0,0.00,0.00
2003-01-15,0.00,3.4,0.00,0.00
2003-01-16,0.00,6.4,0.00,0.00
2003-01-17,0.00,5.4,0.00,0.00
2003-01-18,0.00,5.5,0.00,0.00
2003-01-19,1.20,6.3,1.20,0.00
2003-01-20,1.90,6.4,1.90,0.00
2003-01-21,0.10,6.4,0.10,0.00
2003-01-22,0.00,6.8,0.00,0.00
2003-01-23,4.50,8.4,4.50,0.00
2003-01-24,1.20,8.0,1.20,0.00
2003-01-25,0.00,7.4,0.00,0.00
2003-01-26,0.00,5.7,0.00,0.00
2003-01-27,0.00,5.7,0.00,0.00
2003-01-28,0.80,4.9,0.80,0.00
2003-01-29,0.00,5.9,0.00,0.00
2003-01-30,3.30,11.6,3.30,0.00
2003-01-31,7.50,11.2,7.50,0.00
2003-02-01,4.50,7.9,4.50,0.00
2003-02-02,11.40,6.4,11.40,0.00
2003-02-03,5.00,2.4,3.90,0.77
2003-02-04,0.00,4.2,0.00,0.00
2003-02-05,2.30,10.0,2.30,0.00
2003-02-06,15.80,9.3,15.80,0.00
2003-02-07,26.80,4.1,12.00,10.36
2003-02-08,18.40,0.7,1.90,11.55
2003-02-09,0.00,0.4,0.00,0.00
2003-02-10,2.70,0.7,0.60,1.82
2003-02-11,0.50,2.1,0.10,0.28
2003-02-12,1.60,3.2,1.60,0.00
2003-02-13,2.90,3.7,2.90,0.00
2003-02-14,2.80,2.2,2.60,0.28
2003-02-15,1.50,1.1,0.30,0.98
2003-02-16,0.00,1.6,0.00,0.00
2003-02-17,0.00,2.5,0.00,0.00
2003-02-18,0.80,1.9,0.10,0.77
2003-02-19,2.20,1.4,0.40,1.26
2003-02-20,5.10,1.0,0.60,3.15
2003-02-21,2.10,1.6,0.80,0.98
2003-02-22,5.30,0.5,1.00,3.22
2003-02-23,8.90,-0.1,1.10,5.67
2003-02-24,9.50,0.7,1.00,6.02
2003-02-25,7.20,1.3,2.60,3.36
2003-02-26,0.50,0.9,0.00,0.91
2003-02-27,0.00,1.4,0.00,0.00
2003-02-28,0.00,2.3,0.00,0.00
2003-03-01,0.00,4.5,0.00,0.00
2003-03-02,0.00,6.2,0.00,0.00
2003-03-03,0.00,4.5,0.00,0.00
2003-03-04,0.00,4.7,0.00,0.00
2003-03-05,16.80,4.5,16.80,0.00
2003-03-06,5.40,5.0,5.40,0.00
2003-03-07,0.00,4.5,0.00,0.00
2003-03-08,0.00,3.9,0.00,0.00
2003-03-09,0.00,3.6,0.00,0.00
2003-03-10,0.00,4.0,0.00,0.00
2003-03-11,0.00,4.2,0.00,0.00
2003-03-12,0.00,4.6,0.00,0.00
2003-03-13,3.20,8.2,3.20,0.00
2003-03-14,9.80,5.6,9.80,0.00
2003-03-15,0.00,4.6,0.00,0.00
2003-03-16,0.20,4.8,0.20,0.00
2003-03-17,0.00,5.0,0.00,0.00
2003-03-18,0.00,4.8,0.00,0.00
2003-03-19,2.50,3.9,2.50,0.00
2003-03-20,0.50,4.9,0.50,0.00
2003-03-21,4.90,4.5,3.80,0.84
2003-03-22,0.60,0.8,0.20,0.35
2003-03-23,0.70,0.4,0.00,0.49
2003-03-24,1.40,1.7,1.20,0.28
2003-03-25,0.00,4.0,0.00,0.00
2003-03-26,0.00,6.7,0.00,0.00
2003-03-27,0.00,5.8,0.00,0.00
2003-03-28,0.00,5.0,0.00,0.00
2003-03-29,0.00,5.0,0.00,0.00
2003-03-30,0.00,5.8,0.00,0.00
2003-03-31,0.00,8.1,0.00,0.00
2003-04-01,3.00,8.7,3.00,0.00
2003-04-02,0.50,6.6,0.50,0.00
2003-04-03,5.30,7.7,5.30,0.00
2003-04-04,0.00,8.7,0.00,0.00
2003-04-05,10.30,6.6,10.30,0.00
2003-04-06,3.70,7.3,3.70,0.00
2003-04-07,3.50,8.9,3.50,0.00
2003-04-08,4.90,4.0,4.90,0.00
2003-04-09,0.00,5.5,0.00,0.00
2003-04-10,0.00,6.7,0.00,0.00
2003-04-11,0.80,10.6,0.80,0.00
2003-04-12,0.00,12.3,0.00,0.00
2003-04-13,4.50,10.2,4.50,0.00
2003-04-14,10.20,8.4,10.20,0.00
2003-04-15,0.00,9.2,0.00,0.00
2003-04-16,0.00,8.6,0.00,0.00
2003-04-17,0.00,7.7,0.00,0.00
2003-04-18,6.70,6.8,6.70,0.00
2003-04-19,9.30,7.5,9.30,0.00
2003-04-20,3.70,8.1,3.70,0.00
2003-04-21,0.00,8.7,0.00,0.00
2003-04-22,0.00,9.1,0.00,0.00
2003-04-23,0.30,9.4,0.30,0.00
2003-04-24,0.00,9.0,0.00,0.00
2003-04-25,0.00,8.4,0.00,0.00
2003-04-26,0.00,10.0,0.00,0.00
2003-04-27,0.00,9.2,0.00,0.00
2003-04-28,0.00,10.8,0.00,0.00
2003-04-29,0.00,12.6,0.00,0.00
2003-04-30,0.00,14.9,0.00,0.00
2003-05-01,0.00,16.3,0.00,0.00
2003-05-02,0.00,17.0,0.00,0.00
2003-05-03,0.00,17.9,0.00,0.00
2003-05-04,0.00,17.6,0.00,0.00
2003-05-05,0.00,15.8,0.00,0.00
2003-05-06,0.00,15.2,0.00,0.00
2003-05-07,0.00,13.5,0.00,0.00
2003-05-08,0.00,13.5,0.00,0.00
2003-05-09,0.00,14.4,0.00,0.00
2003-05-10,0.00,16.4,0.00,0.00
2003-05-11,0.00,16.0,0.00,0.00
2003-05-12,0.00,15.7,0.00,0.00
2003-05-13,0.00,16.4,0.00,0.00
2003-05-14,0.00,16.4,0.00,0.00
2003-05-15,0.00,16.5,0.00,0.00
2003-05-16,0.00,18.6,0.00,0.00
